order_id,variant,completion,score,n_replans,inspect_sum,wall_time,protocol_max_score,status,submitted,n_motion_retries,n_vlm_detection_calls,n_detected_misalignments,n_advisory_replan_rejections,n_feedback_call_errors,token_budget,replan_max_tokens,doremi_detect_max_tokens,token_budget_used,observation_scope,fixed_visual_references,information_envelope,extra_sensor_channels,uses_hidden_simulator_state_as_feedback,uses_typed_verifier_witness_as_feedback,nominal_proposal_source,nominal_proposal_sha256,verifier_config,llm_provider,llm_model,epsilon,seed,run_id,run_dir,summary_path
faulty_part1,doremi,0.5,4,0,2,458,9,submitted,1,0,18,0,0,0,16384,4096,256,4608,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,40572e72c490eeceb0444019ebc850463577f4b650a7cade5b3c9bc4814c992e,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_faulty_part1_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/faulty_part1/20260803_003119_340215/gpt-5p2-2025-12-11_faulty_part1_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/faulty_part1/summary.csv
faulty_part10,doremi,0.5,9,0,4,912,14,timeout,1,0,30,0,0,0,16384,4096,256,7680,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,0f5a58c11e9b2607260cda92eed265b3755222eda28a2849fca9f6742e2c2ccb,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_faulty_part10_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/faulty_part10/20260803_015511_340215/gpt-5p2-2025-12-11_faulty_part10_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/faulty_part10/summary.csv
faulty_part2,doremi,0.5,1,0,1,367,13,submitted,1,0,13,0,0,0,16384,4096,256,3328,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,12569e701784379153ba48f72046a6ff9a8d88221d2a677440c086a7fc76aac4,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_faulty_part2_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/faulty_part2/20260803_003923_340215/gpt-5p2-2025-12-11_faulty_part2_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/faulty_part2/summary.csv
faulty_part3,doremi,0.5,4,0,6,501,17,submitted,1,0,22,0,0,0,16384,4096,256,5632,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,2d5c994f5bc21125d061dc5b012118dc4178abe47a96e91df62994c48172db56,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_faulty_part3_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/faulty_part3/20260803_004557_340215/gpt-5p2-2025-12-11_faulty_part3_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/faulty_part3/summary.csv
faulty_part4,doremi,0.5,4,0,4,472,17,submitted,1,0,20,0,0,0,16384,4096,256,5120,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,f6dda0dacae9af6cba4edef1d2763b319adfe9d7eb84c32a813ef157e8b8694c,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_faulty_part4_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/faulty_part4/20260803_005444_340215/gpt-5p2-2025-12-11_faulty_part4_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/faulty_part4/summary.csv
faulty_part5,doremi,0.5,10,0,7,604,17,submitted,1,0,30,0,0,0,16384,4096,256,7680,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,34583bffc2e37d712eca7b8da622c12cf59868b0c32d87c4c9e70bfbf6a77b84,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_faulty_part5_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/faulty_part5/20260803_010303_340215/gpt-5p2-2025-12-11_faulty_part5_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/faulty_part5/summary.csv
faulty_part6,doremi,0.5,4,0,3,491,17,submitted,1,0,19,0,0,0,16384,4096,256,4864,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,a1a96f3934cee5bf61063a07154f8ff7c82f4a812dca0c2315514079459e907a,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_faulty_part6_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/faulty_part6/20260803_011334_340215/gpt-5p2-2025-12-11_faulty_part6_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/faulty_part6/summary.csv
faulty_part7,doremi,0.5,1,0,3,375,9,submitted,1,0,15,0,0,0,16384,4096,256,3840,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,6c3a3850dd23ea617d66d5afda7e54881fbad46d08a08e026689c8b93aec7b00,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_faulty_part7_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/faulty_part7/20260803_012211_340215/gpt-5p2-2025-12-11_faulty_part7_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/faulty_part7/summary.csv
faulty_part8,doremi,0.5,4,0,9,614,9,submitted,1,0,25,0,0,0,16384,4096,256,6400,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,4954d4361e3888d1e79193b8fe4dbcb154a268ae5c00915d810c63261704f2f6,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_faulty_part8_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/faulty_part8/20260803_012853_340215/gpt-5p2-2025-12-11_faulty_part8_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/faulty_part8/summary.csv
faulty_part9,doremi,0.5,5,0,1,911,10,timeout,1,0,22,0,0,0,16384,4096,256,5632,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,ca34134d851e57cedf6e630e3c2195e2bf5627b8b8c9a3d60ef47560569a0b0c,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_faulty_part9_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/faulty_part9/20260803_013934_340215/gpt-5p2-2025-12-11_faulty_part9_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/faulty_part9/summary.csv
mix_challenges1,doremi,0.5,1,0,5,405,13,submitted,1,0,14,0,0,0,16384,4096,256,3584,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,61fccad3138b6acc8a368284d4b3aeb65aed4de8b1ad591d284fae8fe97e424c,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_mix_challenges1_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/mix_challenges1/20260803_021049_340215/gpt-5p2-2025-12-11_mix_challenges1_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/mix_challenges1/summary.csv
mix_challenges10,doremi,0.5,4,0,4,910,14,timeout,1,0,23,0,0,0,16384,4096,256,5888,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,869ab02a02502673439910ee0dd426faae5bfa2783a7effb99cd2329a9589b67,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_mix_challenges10_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/mix_challenges10/20260803_082446_880438/gpt-5p2-2025-12-11_mix_challenges10_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/mix_challenges10/summary.csv
mix_challenges2,doremi,0.5,1,0,12,523,13,submitted,1,0,18,0,0,0,16384,4096,256,4608,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,74565e1a2dc848125dcd25a0a462577686287eea8a3200771a4c37a52bb756c7,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_mix_challenges2_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/mix_challenges2/20260803_021800_340215/gpt-5p2-2025-12-11_mix_challenges2_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/mix_challenges2/summary.csv
mix_challenges3,doremi,0.5,1,0,9,467,13,submitted,1,0,19,0,0,0,16384,4096,256,4864,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,e7482b99a14a27549fb018e81668453ff0969920c66a4973f01e92490c8624f7,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_mix_challenges3_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/mix_challenges3/20260803_022710_340215/gpt-5p2-2025-12-11_mix_challenges3_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/mix_challenges3/summary.csv
mix_challenges4,doremi,0,0,0,51,920,13,timeout,0,0,18,0,0,0,16384,4096,256,4608,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,f9ce2c12b6027fc7c8efd2c54b81f9c15dca34e55656ab9d92221be0148cf0c3,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_mix_challenges4_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/mix_challenges4/20260803_023523_340215/gpt-5p2-2025-12-11_mix_challenges4_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/mix_challenges4/summary.csv
mix_challenges5,doremi,0.5,4,0,3,472,13,submitted,1,0,18,0,0,0,16384,4096,256,4608,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,90ab6183a123f3bd43316975951686a279ad8ce962b63e1cc93f429b9eff890c,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_mix_challenges5_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/mix_challenges5/20260803_025109_340215/gpt-5p2-2025-12-11_mix_challenges5_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/mix_challenges5/summary.csv
mix_challenges6,doremi,0.5,1,0,3,369,13,submitted,1,0,15,0,0,0,16384,4096,256,3840,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,f366766db4038580f5e342c6d998a4f9baf190e48b3cde49a559c2768871ed43,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_mix_challenges6_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/mix_challenges6/20260803_025927_340215/gpt-5p2-2025-12-11_mix_challenges6_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/mix_challenges6/summary.csv
mix_challenges7,doremi,0.5,1,0,3,911,14,timeout,1,0,16,0,0,0,16384,4096,256,4096,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,f900fee25331f8008cd2a0a7d22487e262bde7c8a3853c7806112a9e1cf9c701,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_mix_challenges7_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/mix_challenges7/20260803_030603_340215/gpt-5p2-2025-12-11_mix_challenges7_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/mix_challenges7/summary.csv
mix_challenges8,doremi,0.5,1,0,2,910,22,timeout,1,0,17,0,0,0,16384,4096,256,4352,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,573d209508be7a0ff213271b895fdbe339331f967878bf24a69ccb8bfd416540,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_mix_challenges8_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/mix_challenges8/20260803_032140_340215/gpt-5p2-2025-12-11_mix_challenges8_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/mix_challenges8/summary.csv
mix_challenges9,doremi,0.5,1,0,2,911,18,timeout,1,0,15,0,0,0,16384,4096,256,3840,left_and_right_bin_rgb_only,pevp_part_types_and_slot_map,pevp_same_observation_feedback_subset,none,0,0,replayed,ce400558f2e12f443090492551e1c88d4e3405394d87a91966c9c6939d1ee3e4,V_doremi,openai_compatible,gpt-5.2-2025-12-11,0,0,gpt-5p2-2025-12-11_mix_challenges9_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/attempts/mix_challenges9/20260803_033716_340215/gpt-5p2-2025-12-11_mix_challenges9_eps_0p0_seed_0,internal://competition_tutorials/experiment_results/faithful_baseline_runs/doremi_detector_v1_challenge30_20260802/selected_summaries/mix_challenges9/summary.csv
